SETTLEMENT_DATE,SETTLEMENT_PERIOD,N2EX_DA,EPEX_DA,EPEX_HH_DA,
01/01/2022 00:00:00,1,149.98,68.8,75,
01/01/2022 00:00:00,2,149.98,68.8,75,
01/01/2022 00:00:00,3,99.99,54.2,91.2,
01/01/2022 00:00:00,4,99.99,54.2,48,
01/01/2022 00:00:00,5,25.05,21,70,
01/01/2022 00:00:00,6,25.05,21,0,
01/01/2022 00:00:00,7,7.85,5.9,54.2,
01/01/2022 00:00:00,8,7.85,5.9,-19.2,
01/01/2022 00:00:00,9,-10,2.3,30,
01/01/2022 00:00:00,10,-10,2.3,-8.6,
01/01/2022 00:00:00,11,-25,-0.9,-3.2,
01/01/2022 00:00:00,12,-25,-0.9,-4.8,
01/01/2022 00:00:00,13,-24.98,-0.9,-21.5,
01/01/2022 00:00:00,14,-24.98,-0.9,-0.8,
01/01/2022 00:00:00,15,-50,20.6,-18,
01/01/2022 00:00:00,16,-50,20.6,20,
01/01/2022 00:00:00,17,-39.19,27,-10,
01/01/2022 00:00:00,18,-39.19,27,16.7,
01/01/2022 00:00:00,19,0.01,50.97,-20,
01/01/2022 00:00:00,20,0.01,50.97,42,
01/01/2022 00:00:00,21,20,69,-8,
01/01/2022 00:00:00,22,20,69,69,
01/01/2022 00:00:00,23,58.61,75,28,
01/01/2022 00:00:00,24,58.61,75,90.8,
01/01/2022 00:00:00,25,90.17,95,65,
01/01/2022 00:00:00,26,90.17,95,94.3,
01/01/2022 00:00:00,27,100,108,105.7,
01/01/2022 00:00:00,28,100,108,100,
01/01/2022 00:00:00,29,102.16,124.1,108.1,
01/01/2022 00:00:00,30,102.16,124.1,105.6,
01/01/2022 00:00:00,31,103.61,133.2,112.3,
01/01/2022 00:00:00,32,103.61,133.2,119.7,
01/01/2022 00:00:00,33,155.43,150,87,
01/01/2022 00:00:00,34,155.43,150,160,
01/01/2022 00:00:00,35,207.68,189,171.4,
01/01/2022 00:00:00,36,207.68,189,169,
01/01/2022 00:00:00,37,156.48,158.12,160,
01/01/2022 00:00:00,38,156.48,158.12,110,
01/01/2022 00:00:00,39,124.92,145,129.3,
01/01/2022 00:00:00,40,124.92,145,114.7,
01/01/2022 00:00:00,41,127.38,118,131.2,
01/01/2022 00:00:00,42,127.38,118,94,
01/01/2022 00:00:00,43,100,83.6,154,
01/01/2022 00:00:00,44,100,83.6,87.7,
01/01/2022 00:00:00,45,73.12,72.9,130,
01/01/2022 00:00:00,46,73.12,72.9,65,
01/01/2022 00:00:00,47,62.01,68.3,57,
01/01/2022 00:00:00,48,62.01,68.3,-16,
02/01/2022 00:00:00,1,46.59,51.5,-9.1,
02/01/2022 00:00:00,2,46.59,51.5,30,
02/01/2022 00:00:00,3,32.5,33.2,30,
02/01/2022 00:00:00,4,32.5,33.2,-1.6,
02/01/2022 00:00:00,5,10,12,10,
02/01/2022 00:00:00,6,10,12,5,
02/01/2022 00:00:00,7,6,-1.1,13.6,
02/01/2022 00:00:00,8,6,-1.1,0,
02/01/2022 00:00:00,9,5.01,-1.1,7,
02/01/2022 00:00:00,10,5.01,-1.1,0.2,
02/01/2022 00:00:00,11,5.2,-1,-0.4,
02/01/2022 00:00:00,12,5.2,-1,0,
02/01/2022 00:00:00,13,4.72,-4,-3.9,
02/01/2022 00:00:00,14,4.72,-4,21.9,
02/01/2022 00:00:00,15,9.92,-7.6,0.1,
02/01/2022 00:00:00,16,9.92,-7.6,12.1,
02/01/2022 00:00:00,17,37.19,19.8,-9,
02/01/2022 00:00:00,18,37.19,19.8,56.3,
02/01/2022 00:00:00,19,66.1,45,2,
02/01/2022 00:00:00,20,66.1,45,65.8,
02/01/2022 00:00:00,21,86,74,29,
02/01/2022 00:00:00,22,86,74,64,
02/01/2022 00:00:00,23,71.01,63,63.6,
02/01/2022 00:00:00,24,71.01,63,63.6,
02/01/2022 00:00:00,25,74.08,74,69,
02/01/2022 00:00:00,26,74.08,74,66.4,
02/01/2022 00:00:00,27,67.23,102,76,
02/01/2022 00:00:00,28,67.23,102,56,
02/01/2022 00:00:00,29,82.11,94,60,
02/01/2022 00:00:00,30,82.11,94,65.1,
02/01/2022 00:00:00,31,56.08,65,51,
02/01/2022 00:00:00,32,56.08,65,51,
02/01/2022 00:00:00,33,124.91,124.7,58.5,
02/01/2022 00:00:00,34,124.91,124.7,110,
02/01/2022 00:00:00,35,148.9,153.9,112.4,
02/01/2022 00:00:00,36,148.9,153.9,107.8,
02/01/2022 00:00:00,37,120,130.2,110,
02/01/2022 00:00:00,38,120,130.2,36,
02/01/2022 00:00:00,39,86.83,115,80,
02/01/2022 00:00:00,40,86.83,115,15,
02/01/2022 00:00:00,41,64.66,75,44,
02/01/2022 00:00:00,42,64.66,75,62.1,
02/01/2022 00:00:00,43,83.03,94,85.6,
02/01/2022 00:00:00,44,83.03,94,19,
02/01/2022 00:00:00,45,0,43.3,8,
02/01/2022 00:00:00,46,0,43.3,-11.2,
02/01/2022 00:00:00,47,-12.67,5.3,11,
02/01/2022 00:00:00,48,-12.67,5.3,-32,
03/01/2022 00:00:00,1,-9.99,-5,-20,
03/01/2022 00:00:00,2,-9.99,-5,-8.3,
03/01/2022 00:00:00,3,-13.62,-10,-20,
03/01/2022 00:00:00,4,-13.62,-10,-32,
03/01/2022 00:00:00,5,-20.04,-16,-30,
03/01/2022 00:00:00,6,-20.04,-16,-48,
03/01/2022 00:00:00,7,-24.99,-24.9,-23,
03/01/2022 00:00:00,8,-24.99,-24.9,-32,
03/01/2022 00:00:00,9,-14.73,-20,-28.8,
03/01/2022 00:00:00,10,-14.73,-20,-32,
03/01/2022 00:00:00,11,19.9,10,-5,
03/01/2022 00:00:00,12,19.9,10,-4.2,
03/01/2022 00:00:00,13,67.99,55,7.6,
03/01/2022 00:00:00,14,67.99,55,50,
03/01/2022 00:00:00,15,28.2,50,0,
03/01/2022 00:00:00,16,28.2,50,40,
03/01/2022 00:00:00,17,89.8,80.5,44.7,
03/01/2022 00:00:00,18,89.8,80.5,111.9,
03/01/2022 00:00:00,19,65.6,100.9,70,
03/01/2022 00:00:00,20,65.6,100.9,125.8,
03/01/2022 00:00:00,21,73,97,75,
03/01/2022 00:00:00,22,73,97,120,
03/01/2022 00:00:00,23,76.47,105.3,80,
03/01/2022 00:00:00,24,76.47,105.3,112.7,
03/01/2022 00:00:00,25,93.29,109.6,96.3,
03/01/2022 00:00:00,26,93.29,109.6,114.4,
03/01/2022 00:00:00,27,96.44,127,110,
03/01/2022 00:00:00,28,96.44,127,110,
03/01/2022 00:00:00,29,93.44,142.4,108.8,
03/01/2022 00:00:00,30,93.44,142.4,106,
03/01/2022 00:00:00,31,108.55,120,100,
03/01/2022 00:00:00,32,108.55,120,121.55,
03/01/2022 00:00:00,33,128.24,142.6,120.4,
03/01/2022 00:00:00,34,128.24,142.6,160.4,
03/01/2022 00:00:00,35,159,182,150.4,
03/01/2022 00:00:00,36,159,182,160,
03/01/2022 00:00:00,37,141.68,156,170,
03/01/2022 00:00:00,38,141.68,156,128,
03/01/2022 00:00:00,39,145.22,133.6,125.4,
03/01/2022 00:00:00,40,145.22,133.6,100,
03/01/2022 00:00:00,41,121.29,116.6,133.9,
03/01/2022 00:00:00,42,121.29,116.6,100,
03/01/2022 00:00:00,43,121.2,113.9,121.2,
03/01/2022 00:00:00,44,121.2,113.9,101,
03/01/2022 00:00:00,45,96.69,86,102.8,
03/01/2022 00:00:00,46,96.69,86,40,
03/01/2022 00:00:00,47,101,160,122.2,
03/01/2022 00:00:00,48,101,160,130,
04/01/2022 00:00:00,1,149.92,151.5,103,
04/01/2022 00:00:00,2,149.92,151.5,120.1,
04/01/2022 00:00:00,3,134.97,133.15,142,
04/01/2022 00:00:00,4,134.97,133.15,115,
04/01/2022 00:00:00,5,99.96,100,135,
04/01/2022 00:00:00,6,99.96,100,110,
04/01/2022 00:00:00,7,85.09,83.1,118,
04/01/2022 00:00:00,8,85.09,83.1,92,
04/01/2022 00:00:00,9,93,94,116,
04/01/2022 00:00:00,10,93,94,104.9,
04/01/2022 00:00:00,11,127.05,126.7,110,
04/01/2022 00:00:00,12,127.05,126.7,123,
04/01/2022 00:00:00,13,162.01,160.6,150,
04/01/2022 00:00:00,14,162.01,160.6,150,
04/01/2022 00:00:00,15,165.46,165,150,
04/01/2022 00:00:00,16,165.46,165,192,
04/01/2022 00:00:00,17,168.09,175.8,165,
04/01/2022 00:00:00,18,168.09,175.8,190,
04/01/2022 00:00:00,19,164.23,173.5,176.1,
04/01/2022 00:00:00,20,164.23,173.5,178.6,
04/01/2022 00:00:00,21,158.88,164.6,171.5,
04/01/2022 00:00:00,22,158.88,164.6,171.2,
04/01/2022 00:00:00,23,146.38,157.6,169.5,
04/01/2022 00:00:00,24,146.38,157.6,165,
04/01/2022 00:00:00,25,142.27,151.4,165,
04/01/2022 00:00:00,26,142.27,151.4,163.9,
04/01/2022 00:00:00,27,139.03,148,163.2,
04/01/2022 00:00:00,28,139.03,148,154,
04/01/2022 00:00:00,29,142.75,149.7,159.8,
04/01/2022 00:00:00,30,142.75,149.7,154.7,
04/01/2022 00:00:00,31,142.02,141,140.8,
04/01/2022 00:00:00,32,142.02,141,154.4,
04/01/2022 00:00:00,33,159.01,161.5,114,
04/01/2022 00:00:00,34,159.01,161.5,179,
04/01/2022 00:00:00,35,163.46,175,171.2,
04/01/2022 00:00:00,36,163.46,175,168,
04/01/2022 00:00:00,37,157.91,169.7,174.5,
04/01/2022 00:00:00,38,157.91,169.7,156.5,
04/01/2022 00:00:00,39,140.68,152.5,190,
04/01/2022 00:00:00,40,140.68,152.5,141,
04/01/2022 00:00:00,41,118.85,136,150,
04/01/2022 00:00:00,42,118.85,136,136,
04/01/2022 00:00:00,43,117.73,134.4,165,
04/01/2022 00:00:00,44,117.73,134.4,123.25,
04/01/2022 00:00:00,45,84.5,106,140,
04/01/2022 00:00:00,46,84.5,106,96,
04/01/2022 00:00:00,47,115.27,128.6,120,
04/01/2022 00:00:00,48,115.27,128.6,110,
05/01/2022 00:00:00,1,101.28,110,120.4,
05/01/2022 00:00:00,2,101.28,110,135.7,
05/01/2022 00:00:00,3,90.01,94.6,126,
05/01/2022 00:00:00,4,90.01,94.6,97.6,
05/01/2022 00:00:00,5,81.16,81,118.9,
05/01/2022 00:00:00,6,81.16,81,110.1,
05/01/2022 00:00:00,7,78.25,81,102,
05/01/2022 00:00:00,8,78.25,81,72,
05/01/2022 00:00:00,9,84.72,94,86.4,
05/01/2022 00:00:00,10,84.72,94,101.2,
05/01/2022 00:00:00,11,129.41,130.2,134.4,
05/01/2022 00:00:00,12,129.41,130.2,142.4,
05/01/2022 00:00:00,13,179.99,169,169.8,
05/01/2022 00:00:00,14,179.99,169,165,
05/01/2022 00:00:00,15,175.3,176.8,173,
05/01/2022 00:00:00,16,175.3,176.8,211.2,
05/01/2022 00:00:00,17,177.09,181,175,
05/01/2022 00:00:00,18,177.09,181,222.8,
05/01/2022 00:00:00,19,176.63,176.6,209,
05/01/2022 00:00:00,20,176.63,176.6,200,
05/01/2022 00:00:00,21,172.59,170,197.3,
05/01/2022 00:00:00,22,172.59,170,190.1,
05/01/2022 00:00:00,23,173.12,167.4,183.2,
05/01/2022 00:00:00,24,173.12,167.4,192.8,
05/01/2022 00:00:00,25,175.26,169.6,185.1,
05/01/2022 00:00:00,26,175.26,169.6,193.1,
05/01/2022 00:00:00,27,183.93,179.1,194.5,
05/01/2022 00:00:00,28,183.93,179.1,191,
05/01/2022 00:00:00,29,186.21,177.3,208,
05/01/2022 00:00:00,30,186.21,177.3,200,
05/01/2022 00:00:00,31,173.82,188,184.9,
05/01/2022 00:00:00,32,173.82,188,200,
05/01/2022 00:00:00,33,214.93,218.8,200,
05/01/2022 00:00:00,34,214.93,218.8,283.5,
05/01/2022 00:00:00,35,269.74,266,270,
05/01/2022 00:00:00,36,269.74,266,270,
05/01/2022 00:00:00,37,261.99,258,267.4,
05/01/2022 00:00:00,38,261.99,258,249.6,
05/01/2022 00:00:00,39,256.88,250,275,
05/01/2022 00:00:00,40,256.88,250,235.75,
05/01/2022 00:00:00,41,194.12,215,230,
05/01/2022 00:00:00,42,194.12,215,180,
05/01/2022 00:00:00,43,176.53,199,200.7,
05/01/2022 00:00:00,44,176.53,199,173.75,
05/01/2022 00:00:00,45,180.42,194.6,207.2,
05/01/2022 00:00:00,46,180.42,194.6,180,
05/01/2022 00:00:00,47,185,186.6,195.8,
05/01/2022 00:00:00,48,185,186.6,187.4,
06/01/2022 00:00:00,1,202,199.3,170,
06/01/2022 00:00:00,2,202,199.3,189.5,
06/01/2022 00:00:00,3,205,199.7,175,
06/01/2022 00:00:00,4,205,199.7,156.8,
06/01/2022 00:00:00,5,186.88,182,170,
06/01/2022 00:00:00,6,186.88,182,126.8,
06/01/2022 00:00:00,7,164.01,170,142,
06/01/2022 00:00:00,8,164.01,170,105.1,
06/01/2022 00:00:00,9,155.06,150.1,164,
06/01/2022 00:00:00,10,155.06,150.1,152.9,
06/01/2022 00:00:00,11,172.37,177.4,138,
06/01/2022 00:00:00,12,172.37,177.4,175,
06/01/2022 00:00:00,13,199.22,198,169.7,
06/01/2022 00:00:00,14,199.22,198,198,
06/01/2022 00:00:00,15,227.04,222.3,166,
06/01/2022 00:00:00,16,227.04,222.3,240,
06/01/2022 00:00:00,17,237.94,232.5,234.4,
06/01/2022 00:00:00,18,237.94,232.5,235.1,
06/01/2022 00:00:00,19,237.59,222.6,248,
06/01/2022 00:00:00,20,237.59,222.6,229,
06/01/2022 00:00:00,21,199.92,202.6,219.6,
06/01/2022 00:00:00,22,199.92,202.6,195,
06/01/2022 00:00:00,23,197.19,200.8,208.1,
06/01/2022 00:00:00,24,197.19,200.8,201.6,
06/01/2022 00:00:00,25,195.76,198.4,193.1,
06/01/2022 00:00:00,26,195.76,198.4,186.7,
06/01/2022 00:00:00,27,193.15,198.4,208,
06/01/2022 00:00:00,28,193.15,198.4,196.6,
06/01/2022 00:00:00,29,196.67,210.7,213.6,
06/01/2022 00:00:00,30,196.67,210.7,212,
06/01/2022 00:00:00,31,196.18,205,199.5,
06/01/2022 00:00:00,32,196.18,205,246.4,
06/01/2022 00:00:00,33,214.94,219.2,215,
06/01/2022 00:00:00,34,214.94,219.2,255.4,
06/01/2022 00:00:00,35,216.66,221.8,238.4,
06/01/2022 00:00:00,36,216.66,221.8,240,
06/01/2022 00:00:00,37,210.68,217.5,246,
06/01/2022 00:00:00,38,210.68,217.5,217.1,
06/01/2022 00:00:00,39,206.37,201.6,210,
06/01/2022 00:00:00,40,206.37,201.6,194,
06/01/2022 00:00:00,41,196.13,193.2,197.9,
06/01/2022 00:00:00,42,196.13,193.2,196,
06/01/2022 00:00:00,43,187.39,181.2,219.1,
06/01/2022 00:00:00,44,187.39,181.2,176.9,
06/01/2022 00:00:00,45,166.98,174,184,
06/01/2022 00:00:00,46,166.98,174,166.1,
06/01/2022 00:00:00,47,175.12,174.8,179.2,
06/01/2022 00:00:00,48,175.12,174.8,166.8,
07/01/2022 00:00:00,1,162.43,166,142,
07/01/2022 00:00:00,2,162.43,166,160,
07/01/2022 00:00:00,3,159.91,161.4,166.4,
07/01/2022 00:00:00,4,159.91,161.4,150,
07/01/2022 00:00:00,5,141.54,137,147,
07/01/2022 00:00:00,6,141.54,137,143,
07/01/2022 00:00:00,7,133.96,130.8,142.8,
07/01/2022 00:00:00,8,133.96,130.8,128,
07/01/2022 00:00:00,9,153.52,150.4,150,
07/01/2022 00:00:00,10,153.52,150.4,149.8,
07/01/2022 00:00:00,11,170.45,170.5,150,
07/01/2022 00:00:00,12,170.45,170.5,160,
07/01/2022 00:00:00,13,189.98,197.9,189,
07/01/2022 00:00:00,14,189.98,197.9,177.3,
07/01/2022 00:00:00,15,185.28,201.2,176.9,
07/01/2022 00:00:00,16,185.28,201.2,192.8,
07/01/2022 00:00:00,17,210.02,214.2,201.7,
07/01/2022 00:00:00,18,210.02,214.2,218,
07/01/2022 00:00:00,19,211.08,217.1,216.9,
07/01/2022 00:00:00,20,211.08,217.1,216.7,
07/01/2022 00:00:00,21,202.01,204,204.3,
07/01/2022 00:00:00,22,202.01,204,200.3,
07/01/2022 00:00:00,23,204.5,198.9,198,
07/01/2022 00:00:00,24,204.5,198.9,199.9,
07/01/2022 00:00:00,25,211.71,205,207.7,
07/01/2022 00:00:00,26,211.71,205,207.7,
07/01/2022 00:00:00,27,190.27,188,201.9,
07/01/2022 00:00:00,28,190.27,188,198,
07/01/2022 00:00:00,29,186.2,183,190.4,
07/01/2022 00:00:00,30,186.2,183,183,
07/01/2022 00:00:00,31,199.61,206.4,186.8,
07/01/2022 00:00:00,32,199.61,206.4,208,
07/01/2022 00:00:00,33,217.38,220.4,194,
07/01/2022 00:00:00,34,217.38,220.4,230,
07/01/2022 00:00:00,35,253.2,245,247.1,
07/01/2022 00:00:00,36,253.2,245,253,
07/01/2022 00:00:00,37,248.78,245,250,
07/01/2022 00:00:00,38,248.78,245,240.6,
07/01/2022 00:00:00,39,254.63,238,230,
07/01/2022 00:00:00,40,254.63,238,194,
07/01/2022 00:00:00,41,207.17,202,212.4,
07/01/2022 00:00:00,42,207.17,202,206.1,
07/01/2022 00:00:00,43,189.08,202.4,189,
07/01/2022 00:00:00,44,189.08,202.4,190,
07/01/2022 00:00:00,45,190.02,193.6,191.2,
07/01/2022 00:00:00,46,190.02,193.6,189,
07/01/2022 00:00:00,47,273.81,200,240,
07/01/2022 00:00:00,48,273.81,200,200,
08/01/2022 00:00:00,1,239.98,200,180,
08/01/2022 00:00:00,2,239.98,200,222,
08/01/2022 00:00:00,3,240.78,204.3,207.3,
08/01/2022 00:00:00,4,240.78,204.3,200,
08/01/2022 00:00:00,5,196.44,183.1,193.8,
08/01/2022 00:00:00,6,196.44,183.1,198.1,
08/01/2022 00:00:00,7,153.81,159,173.2,
08/01/2022 00:00:00,8,153.81,159,135,
08/01/2022 00:00:00,9,139.21,140.3,164.5,
08/01/2022 00:00:00,10,139.21,140.3,130.3,
08/01/2022 00:00:00,11,133.14,149,135.1,
08/01/2022 00:00:00,12,133.14,149,130.7,
08/01/2022 00:00:00,13,143.49,156.3,135,
08/01/2022 00:00:00,14,143.49,156.3,151.3,
08/01/2022 00:00:00,15,157.51,164.4,171,
08/01/2022 00:00:00,16,157.51,164.4,176.2,
08/01/2022 00:00:00,17,178.49,170.9,165.5,
08/01/2022 00:00:00,18,178.49,170.9,209,
08/01/2022 00:00:00,19,183.41,185.55,185,
08/01/2022 00:00:00,20,183.41,185.55,198.3,
08/01/2022 00:00:00,21,192.59,188,170,
08/01/2022 00:00:00,22,192.59,188,183.9,
08/01/2022 00:00:00,23,201.95,186.4,194,
08/01/2022 00:00:00,24,201.95,186.4,199,
08/01/2022 00:00:00,25,220,210,202.4,
08/01/2022 00:00:00,26,220,210,202.4,
08/01/2022 00:00:00,27,194.18,185.95,190,
08/01/2022 00:00:00,28,194.18,185.95,175,
08/01/2022 00:00:00,29,190.05,184,174,
08/01/2022 00:00:00,30,190.05,184,168,
08/01/2022 00:00:00,31,170.34,190,130.1,
08/01/2022 00:00:00,32,170.34,190,157.1,
08/01/2022 00:00:00,33,235,210,150.8,
08/01/2022 00:00:00,34,235,210,230,
08/01/2022 00:00:00,35,257.13,229.3,229.3,
08/01/2022 00:00:00,36,257.13,229.3,236.3,
08/01/2022 00:00:00,37,234.42,222.5,236.6,
08/01/2022 00:00:00,38,234.42,222.5,176,
08/01/2022 00:00:00,39,197.06,208.8,198,
08/01/2022 00:00:00,40,197.06,208.8,135,
08/01/2022 00:00:00,41,164.19,199.2,170,
08/01/2022 00:00:00,42,164.19,199.2,168.9,
08/01/2022 00:00:00,43,196.19,174,190,
08/01/2022 00:00:00,44,196.19,174,156,
08/01/2022 00:00:00,45,123.5,140.3,135,
08/01/2022 00:00:00,46,123.5,140.3,102,
08/01/2022 00:00:00,47,172.01,160,172.5,
08/01/2022 00:00:00,48,172.01,160,150,
09/01/2022 00:00:00,1,182.88,135.3,170,
09/01/2022 00:00:00,2,182.88,135.3,185.6,
09/01/2022 00:00:00,3,154.84,104.1,194,
09/01/2022 00:00:00,4,154.84,104.1,163.2,
09/01/2022 00:00:00,5,132,82,170,
09/01/2022 00:00:00,6,132,82,150,
09/01/2022 00:00:00,7,100.28,65.4,146,
09/01/2022 00:00:00,8,100.28,65.4,92.8,
09/01/2022 00:00:00,9,96.91,62.9,133.8,
09/01/2022 00:00:00,10,96.91,62.9,100,
09/01/2022 00:00:00,11,99.9,74.2,99.9,
09/01/2022 00:00:00,12,99.9,74.2,108.8,
09/01/2022 00:00:00,13,101.53,100.9,117,
09/01/2022 00:00:00,14,101.53,100.9,120,
09/01/2022 00:00:00,15,87.45,90.1,105,
09/01/2022 00:00:00,16,87.45,90.1,120,
09/01/2022 00:00:00,17,140.23,142.3,125.3,
09/01/2022 00:00:00,18,140.23,142.3,162.3,
09/01/2022 00:00:00,19,176.96,175.85,174,
09/01/2022 00:00:00,20,176.96,175.85,180.8,
09/01/2022 00:00:00,21,165.56,166.5,172.8,
09/01/2022 00:00:00,22,165.56,166.5,160,
09/01/2022 00:00:00,23,164.29,179.7,163.2,
09/01/2022 00:00:00,24,164.29,179.7,166.2,
09/01/2022 00:00:00,25,194.24,197.7,188.8,
09/01/2022 00:00:00,26,194.24,197.7,194.1,
09/01/2022 00:00:00,27,188.81,192,190,
09/01/2022 00:00:00,28,188.81,192,189,
09/01/2022 00:00:00,29,173.39,183.5,179,
09/01/2022 00:00:00,30,173.39,183.5,178,
09/01/2022 00:00:00,31,157.46,154.3,167.1,
09/01/2022 00:00:00,32,157.46,154.3,174.3,
09/01/2022 00:00:00,33,234.45,219,190.6,
09/01/2022 00:00:00,34,234.45,219,242.4,
09/01/2022 00:00:00,35,259.99,259.7,264,
09/01/2022 00:00:00,36,259.99,259.7,264,
09/01/2022 00:00:00,37,232.21,227,246.4,
09/01/2022 00:00:00,38,232.21,227,228.8,
09/01/2022 00:00:00,39,198.86,199.7,229.1,
09/01/2022 00:00:00,40,198.86,199.7,200,
09/01/2022 00:00:00,41,197.77,192.5,201.6,
09/01/2022 00:00:00,42,197.77,192.5,175,
09/01/2022 00:00:00,43,178.39,181,194,
09/01/2022 00:00:00,44,178.39,181,175,
09/01/2022 00:00:00,45,181.59,171.7,172.9,
09/01/2022 00:00:00,46,181.59,171.7,169.4,
09/01/2022 00:00:00,47,167.97,180,184,
09/01/2022 00:00:00,48,167.97,180,157.9,
10/01/2022 00:00:00,1,166.37,170.3,165,
10/01/2022 00:00:00,2,166.37,170.3,172,
10/01/2022 00:00:00,3,160,164,174,
10/01/2022 00:00:00,4,160,164,160,
10/01/2022 00:00:00,5,147.06,156.7,160,
10/01/2022 00:00:00,6,147.06,156.7,154,
10/01/2022 00:00:00,7,146.44,148.4,160,
10/01/2022 00:00:00,8,146.44,148.4,150.4,
10/01/2022 00:00:00,9,157.38,161,163.3,
10/01/2022 00:00:00,10,157.38,161,156.5,
10/01/2022 00:00:00,11,169.96,180,180,
10/01/2022 00:00:00,12,169.96,180,180,
10/01/2022 00:00:00,13,218.22,226,174,
10/01/2022 00:00:00,14,218.22,226,214,
10/01/2022 00:00:00,15,230.72,236,215,
10/01/2022 00:00:00,16,230.72,236,250,
10/01/2022 00:00:00,17,245,247.2,220,
10/01/2022 00:00:00,18,245,247.2,240.2,
10/01/2022 00:00:00,19,243.54,245.7,236,
10/01/2022 00:00:00,20,243.54,245.7,240,
10/01/2022 00:00:00,21,240.4,237.7,240,
10/01/2022 00:00:00,22,240.4,237.7,238,
10/01/2022 00:00:00,23,240.87,232.3,229.6,
10/01/2022 00:00:00,24,240.87,232.3,233.6,
10/01/2022 00:00:00,25,226.62,226.4,232,
10/01/2022 00:00:00,26,226.62,226.4,234,
10/01/2022 00:00:00,27,219.98,221.8,244.8,
10/01/2022 00:00:00,28,219.98,221.8,228.8,
10/01/2022 00:00:00,29,216.83,221.3,227.8,
10/01/2022 00:00:00,30,216.83,221.3,225.9,
10/01/2022 00:00:00,31,206.01,213.2,210,
10/01/2022 00:00:00,32,206.01,213.2,230,
10/01/2022 00:00:00,33,235.29,245.8,210,
10/01/2022 00:00:00,34,235.29,245.8,249.7,
10/01/2022 00:00:00,35,233.87,253,234,
10/01/2022 00:00:00,36,233.87,253,234,
10/01/2022 00:00:00,37,209.94,232.3,245,
10/01/2022 00:00:00,38,209.94,232.3,210,
10/01/2022 00:00:00,39,199.05,209,224.6,
10/01/2022 00:00:00,40,199.05,209,195.8,
10/01/2022 00:00:00,41,184.23,190,184,
10/01/2022 00:00:00,42,184.23,190,181.6,
10/01/2022 00:00:00,43,173.33,178.4,227.8,
10/01/2022 00:00:00,44,173.33,178.4,164.85,
10/01/2022 00:00:00,45,144.02,158,178.6,
10/01/2022 00:00:00,46,144.02,158,126.1,
10/01/2022 00:00:00,47,162.02,164,162,
10/01/2022 00:00:00,48,162.02,164,151.4,
11/01/2022 00:00:00,1,162.4,167.6,157.5,
11/01/2022 00:00:00,2,162.4,167.6,175.1,
11/01/2022 00:00:00,3,161.37,165,179.3,
11/01/2022 00:00:00,4,161.37,165,168.6,
11/01/2022 00:00:00,5,158.07,160,170.02,
11/01/2022 00:00:00,6,158.07,160,167.02,
11/01/2022 00:00:00,7,156.57,158,170.8,
11/01/2022 00:00:00,8,156.57,158,163,
11/01/2022 00:00:00,9,160.01,161,167.7,
11/01/2022 00:00:00,10,160.01,161,160,
11/01/2022 00:00:00,11,178.24,172.9,180.3,
11/01/2022 00:00:00,12,178.24,172.9,180.47,
11/01/2022 00:00:00,13,194.91,200,185,
11/01/2022 00:00:00,14,194.91,200,185,
11/01/2022 00:00:00,15,196.2,227,188,
11/01/2022 00:00:00,16,196.2,227,220,
11/01/2022 00:00:00,17,237.16,238,225,
11/01/2022 00:00:00,18,237.16,238,245,
11/01/2022 00:00:00,19,235,237,230.4,
11/01/2022 00:00:00,20,235,237,235.8,
11/01/2022 00:00:00,21,232.31,225,224.1,
11/01/2022 00:00:00,22,232.31,225,225,
11/01/2022 00:00:00,23,231.47,218,220,
11/01/2022 00:00:00,24,231.47,218,221,
11/01/2022 00:00:00,25,234.4,225,220.4,
11/01/2022 00:00:00,26,234.4,225,220,
11/01/2022 00:00:00,27,239.26,228,223.1,
11/01/2022 00:00:00,28,239.26,228,216.8,
11/01/2022 00:00:00,29,245.06,233.7,226,
11/01/2022 00:00:00,30,245.06,233.7,223.4,
11/01/2022 00:00:00,31,236.61,232,219.2,
11/01/2022 00:00:00,32,236.61,232,230.4,
11/01/2022 00:00:00,33,263,268.8,208,
11/01/2022 00:00:00,34,263,268.8,280,
11/01/2022 00:00:00,35,277.56,290.8,267.5,
11/01/2022 00:00:00,36,277.56,290.8,262,
11/01/2022 00:00:00,37,262.17,275,275,
11/01/2022 00:00:00,38,262.17,275,230.4,
11/01/2022 00:00:00,39,236.6,230,246.4,
11/01/2022 00:00:00,40,236.6,230,201.5,
11/01/2022 00:00:00,41,205,202.8,205,
11/01/2022 00:00:00,42,205,202.8,187,
11/01/2022 00:00:00,43,193.85,197,192,
11/01/2022 00:00:00,44,193.85,197,182.6,
11/01/2022 00:00:00,45,171.93,180.8,180,
11/01/2022 00:00:00,46,171.93,180.8,155,
11/01/2022 00:00:00,47,160.03,161,172.5,
11/01/2022 00:00:00,48,160.03,161,160,
12/01/2022 00:00:00,1,159.09,157.5,153.6,
12/01/2022 00:00:00,2,159.09,157.5,164.4,
12/01/2022 00:00:00,3,155.04,152.2,160,
12/01/2022 00:00:00,4,155.04,152.2,150,
12/01/2022 00:00:00,5,149.56,148,150,
12/01/2022 00:00:00,6,149.56,148,150,
12/01/2022 00:00:00,7,149.51,149.5,150,
12/01/2022 00:00:00,8,149.51,149.5,146.3,
